"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","estimatedFamilyConfidence","estimateReason","missingDetailedMuscleTag","missingMuscleContribution","missingProgramSlot","missingRedundancyGroup","suspiciousSportSessionProgramSelectable","badmintonDirectPlayConflict","highAxialPlyometricDecelerationConflict","sourceIdIssue","sourceIds","automaticFixPossible","manualReviewRequired","manualReviewReasons"
"가벼운 콕줍기","ex_216351a1","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_LIGHT|RECOVERY_MOVEMENT|LOW_INTENSITY_COORDINATION","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"고블릿 스쿼트","ex_ac7df636","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SQUAT_VARIANTS","HIGH","squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, ERECTOR_SPINAE, GLUTE_MED_MIN | stabilizers: DEEP_CORE, OBLIQUES, HIP_ADDUCTORS","QUADRICEPS 0.30, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.08, ERECTOR_SPINAE 0.10, DEEP_CORE 0.07, GLUTE_MED_MIN 0.05, HIP_ADDUCTORS 0.05","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","YES_TEMPLATE_DEFAULTS","NO",""
"노르딕 햄스트링 컬","ex_1cf51b6b","category=기능성운동; movement_category=SUPPORT; force_type=ECCENTRIC; movement_pattern=KNEE_FLEXION|HAMSTRING_STRENGTH|ECCENTRIC_HAMSTRING|DECELERATION_SUPPORT","HAMSTRING_CURL_VARIANTS","HIGH","hamstring knee-flexion token","HAMSTRINGS | secondary: GASTROCNEMIUS, GLUTE_MAX | stabilizers: GLUTE_MED_MIN, DEEP_CORE","HAMSTRINGS 0.65, GASTROCNEMIUS 0.10, GLUTE_MAX 0.05, GLUTE_MED_MIN 0.08, DEEP_CORE 0.07, HIP_ADDUCTORS 0.05","POSTERIOR_CHAIN_ACCESSORY","HAMSTRING_KNEE_FLEXION","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"데드버그","ex_d5bdffe1","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_EXTENSION|LUMBOPELVIC_CONTROL|CONTRALATERAL_COORDINATION","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","HIGH","anti-extension/core control subtype token","DEEP_CORE, OBLIQUES, RECTUS_ABDOMINIS | secondary: GLUTE_MAX, GLUTE_MED_MIN, SERRATUS_ANTERIOR | stabilizers: ERECTOR_SPINAE, ROTATOR_CUFF_EXTERNAL, HIP_ADDUCTORS","DEEP_CORE 0.30, OBLIQUES 0.25, RECTUS_ABDOMINIS 0.15, GLUTE_MED_MIN 0.08, GLUTE_MAX 0.07, SERRATUS_ANTERIOR 0.05, ERECTOR_SPINAE 0.05, HIP_ADDUCTORS 0.05","CORE_STABILITY","TRUNK_ANTI_MOVEMENT","NO","NO","NO","NO","A_OPENSTAX_10_2|E_CORE_BADMINTON_META_PMC11168634","YES_TEMPLATE_DEFAULTS","NO",""
"드롭 점프","ex_d6726746","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT|LANDING_CONTROL_DIRECT","PLYOMETRIC_JUMP_VARIANTS","HIGH","plyometric structured tokens","GLUTE_MAX, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, RECTUS_FEMORIS, TIBIALIS_ANTERIOR | stabilizers: GLUTE_MED_MIN, HIP_ADDUCTORS, DEEP_CORE, OBLIQUES","GLUTE_MAX 0.18, QUADRICEPS 0.22, RECTUS_FEMORIS 0.08, GASTROCNEMIUS 0.14, SOLEUS 0.10, HAMSTRINGS 0.08, GLUTE_MED_MIN 0.07, HIP_ADDUCTORS 0.05, TIBIALIS_ANTERIOR 0.04, DEEP_CORE 0.04","PLYOMETRIC_POWER","VERTICAL_JUMP_SSC","NO","NO","PLYOMETRIC_SSC_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_TRAINING_EFFECTS_PMC12239426","B_NSCA_ESSENTIALS_5E|E_BADMINTON_TRAINING_EFFECTS_PMC12239426|E_BADMINTON_RESISTANCE_CORE_PMC12176550","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"라인 홉","ex_a3ddd8ac","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=ANKLE_STIFFNESS|PLYOMETRIC_SSC|LOW_LEVEL_HOP|LANDING_CONTROL_SUPPORT","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","HIGH","calf/ankle subtype token","GASTROCNEMIUS, SOLEUS | secondary: TIBIALIS_ANTERIOR | stabilizers: DEEP_CORE","GASTROCNEMIUS 0.35, SOLEUS 0.30, TIBIALIS_ANTERIOR 0.10, DEEP_CORE 0.05, GLUTE_MED_MIN 0.05, QUADRICEPS 0.05, HAMSTRINGS 0.05, HIP_ADDUCTORS 0.05","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","NO","NO","PLYOMETRIC_SSC_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"래터럴 바운드","ex_34e7d21","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=LATERAL_POWER|LATERAL_DECELERATION_DIRECT|LANDING_CONTROL_DIRECT|PLYOMETRIC_SSC|CHANGE_OF_DIRECTION_SUPPORT","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","HIGH","plyometric with landing/deceleration tokens","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR | stabilizers: DEEP_CORE, OBLIQUES","GLUTE_MAX 0.18, GLUTE_MED_MIN 0.14, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.08, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","DECELERATION_LANDING","LATERAL_DECELERATION_SSC","NO","NO","PLYOMETRIC_SSC_REVIEW|DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","B_NSCA_DECELERATION_RESOURCE|E_BADMINTON_LUNGE_PMC7648456","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"래터럴 스텝다운","ex_69a56484","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","STEP_UP_VARIANTS","HIGH","step-up / step-down subtype","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, GASTROCNEMIUS, SOLEUS, HIP_ADDUCTORS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.08, GLUTE_MAX 0.30, HAMSTRINGS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.10, DEEP_CORE 0.05, OBLIQUES 0.04","UNILATERAL_LOWER_ACCESSORY","STEP_UP_UNILATERAL_LOWER","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064","A_OPENSTAX_11_6|C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"랜덤 방향전환 드릴","ex_64422511","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"랜덤 비프 풋워크","ex_c5f4c242","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"랜덤 풋워크","ex_1c7f2342","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"린단 참고 트랙 스프린트","ex_4773b6ea","category=기능성운동; movement_category=SUPPORT; force_type=MIXED; movement_pattern=GENERAL_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","MEDIUM","mobility/recovery/prehab structured metadata","target region only if clear | secondary: stabilizers or blank | stabilizers: mobility/stability target","NONE for hypertrophy-style contribution; use mobility/stability target tags","WARMUP_RECOVERY","RECOVERY_LOW_LOAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","A_OPENSTAX_10_2|D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|PACE_CHANGE|ACCELERATION_DECELERATION_TRANSITION","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"멀티셔틀 풋워크","ex_752b45ae","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|REPEAT_SPRINT_ABILITY|AEROBIC_ANAEROBIC","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"메디신볼 슬램","ex_26ac0c19","category=기능성운동; movement_category=POWER; force_type=POWER; movement_pattern=POWER|CORE_POWER|SHOULDER_EXTENSION_POWER","POWER_CORE_SHOULDER_REVIEW","MEDIUM","power/core/shoulder extension token requires subtype review","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"미니밴드 사이드워크","ex_16b298db","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|GLUTE_MED_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","MEDIUM","mobility/recovery/prehab structured metadata","target region only if clear | secondary: stabilizers or blank | stabilizers: mobility/stability target","NONE for hypertrophy-style contribution; use mobility/stability target tags","WARMUP_RECOVERY","RECOVERY_LOW_LOAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","A_OPENSTAX_10_2|D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"바이퍼 트위스트(아래로)","ex_8354acd","category=기능성운동; movement_category=POWER; force_type=ROTATION; movement_pattern=ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER","POWER_CORE_SHOULDER_REVIEW","MEDIUM","power/core/shoulder extension token requires subtype review","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"박스 스텝업","ex_6232f4bc","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","STEP_UP_VARIANTS","HIGH","step-up / step-down subtype","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, GASTROCNEMIUS, SOLEUS, HIP_ADDUCTORS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.08, GLUTE_MAX 0.30, HAMSTRINGS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.10, DEEP_CORE 0.05, OBLIQUES 0.04","UNILATERAL_LOWER_ACCESSORY","STEP_UP_UNILATERAL_LOWER","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064","A_OPENSTAX_11_6|C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"박스 점프","ex_d9e141e4","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT","PLYOMETRIC_JUMP_VARIANTS","HIGH","plyometric structured tokens","GLUTE_MAX, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, RECTUS_FEMORIS, TIBIALIS_ANTERIOR | stabilizers: GLUTE_MED_MIN, HIP_ADDUCTORS, DEEP_CORE, OBLIQUES","GLUTE_MAX 0.18, QUADRICEPS 0.22, RECTUS_FEMORIS 0.08, GASTROCNEMIUS 0.14, SOLEUS 0.10, HAMSTRINGS 0.08, GLUTE_MED_MIN 0.07, HIP_ADDUCTORS 0.05, TIBIALIS_ANTERIOR 0.04, DEEP_CORE 0.04","PLYOMETRIC_POWER","VERTICAL_JUMP_SSC","NO","NO","PLYOMETRIC_SSC_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_TRAINING_EFFECTS_PMC12239426","B_NSCA_ESSENTIALS_5E|E_BADMINTON_TRAINING_EFFECTS_PMC12239426|E_BADMINTON_RESISTANCE_CORE_PMC12176550","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"발목/고관절 가동성","ex_149730de","category=기능성운동; movement_category=MOBILITY; force_type=MOBILITY; movement_pattern=MOBILITY|RECOVERY_SUPPORT|ANKLE_HIP_MOBILITY","MOBILITY_WARMUP_RECOVERY_EXERCISES","MEDIUM","mobility/recovery/prehab structured metadata","target region only if clear | secondary: stabilizers or blank | stabilizers: mobility/stability target","NONE for hypertrophy-style contribution; use mobility/stability target tags","WARMUP_RECOVERY","RECOVERY_LOW_LOAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","A_OPENSTAX_10_2|D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"버피","ex_3f184ef9","category=기능성운동; movement_category=CONDITIONING; force_type=MIXED; movement_pattern=FULL_BODY_CONDITIONING|CARDIO|PLYOMETRIC_SUPPORT","CARDIO_RECORDS","MEDIUM","conditioning/cardio structured token","activity-specific or blank if unknown | secondary: broad exposure only | stabilizers: low to moderate postural stability","NONE unless activity-specific source exists","CONDITIONING","GENERAL_CONDITIONING","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416","B_NSCA_ESSENTIALS_5E|B_ACSM_2026_PMID41843416","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"불가리안 스플릿 스쿼트","ex_e2efd0fe","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","HIGH","lunge/split-squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, HIP_ADDUCTORS, GASTROCNEMIUS, SOLEUS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.10, HIP_ADDUCTORS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"사이드 스텝 후 정지","ex_9b132c23","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","HIGH","landing/deceleration subtype","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR | stabilizers: DEEP_CORE, OBLIQUES","GLUTE_MAX 0.18, GLUTE_MED_MIN 0.14, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.08, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","DECELERATION_LANDING","LATERAL_DECELERATION_SSC","NO","NO","PLYOMETRIC_SSC_REVIEW|DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","B_NSCA_DECELERATION_RESOURCE|E_BADMINTON_LUNGE_PMC7648456","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"사이드 플랭크","ex_f6d43398","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_LATERAL_FLEXION|LUMBOPELVIC_CONTROL","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","HIGH","anti-extension/core control subtype token","DEEP_CORE, OBLIQUES, RECTUS_ABDOMINIS | secondary: GLUTE_MAX, GLUTE_MED_MIN, SERRATUS_ANTERIOR | stabilizers: ERECTOR_SPINAE, ROTATOR_CUFF_EXTERNAL, HIP_ADDUCTORS","DEEP_CORE 0.30, OBLIQUES 0.25, RECTUS_ABDOMINIS 0.15, GLUTE_MED_MIN 0.08, GLUTE_MAX 0.07, SERRATUS_ANTERIOR 0.05, ERECTOR_SPINAE 0.05, HIP_ADDUCTORS 0.05","CORE_STABILITY","TRUNK_ANTI_MOVEMENT","NO","NO","NO","NO","A_OPENSTAX_10_2|E_CORE_BADMINTON_META_PMC11168634","YES_TEMPLATE_DEFAULTS","NO",""
